Print quanity,Cover type,Book size,Page count,Colour printing,Shipping ,Print Days,Minimum Shipping Days,Max Shipping Days,Ships to,Currency,Total price,Per book price,Source currency,Printer name,Currency rate
350,Softcover PUR,A4,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6317.5,18.05,AUD,BPC,1
350,Softcover PUR,A4,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6524,18.64,AUD,BPC,1
350,Softcover PUR,A4,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6730.5,19.23,AUD,BPC,1
350,Softcover PUR,A4,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6937,19.82,AUD,BPC,1
350,Softcover PUR,A4,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7143.5,20.41,AUD,BPC,1
350,Softcover PUR,A4,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7350,21,AUD,BPC,1
400,Softcover PUR,A4,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2184,5.46,AUD,BPC,1
400,Softcover PUR,A4,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2416,6.04,AUD,BPC,1
400,Softcover PUR,A4,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2648,6.62,AUD,BPC,1
400,Softcover PUR,A4,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2880,7.2,AUD,BPC,1
400,Softcover PUR,A4,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3116,7.79,AUD,BPC,1
400,Softcover PUR,A4,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3348,8.37,AUD,BPC,1
400,Softcover PUR,A4,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3580,8.95,AUD,BPC,1
400,Softcover PUR,A4,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3812,9.53,AUD,BPC,1
400,Softcover PUR,A4,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4044,10.11,AUD,BPC,1
400,Softcover PUR,A4,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4276,10.69,AUD,BPC,1
400,Softcover PUR,A4,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4508,11.27,AUD,BPC,1
400,Softcover PUR,A4,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4740,11.85,AUD,BPC,1
400,Softcover PUR,A4,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4976,12.44,AUD,BPC,1
400,Softcover PUR,A4,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5208,13.02,AUD,BPC,1
400,Softcover PUR,A4,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5440,13.6,AUD,BPC,1
400,Softcover PUR,A4,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5672,14.18,AUD,BPC,1
400,Softcover PUR,A4,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5904,14.76,AUD,BPC,1
400,Softcover PUR,A4,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6136,15.34,AUD,BPC,1
400,Softcover PUR,A4,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6368,15.92,AUD,BPC,1
400,Softcover PUR,A4,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6600,16.5,AUD,BPC,1
400,Softcover PUR,A4,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6836,17.09,AUD,BPC,1
400,Softcover PUR,A4,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7068,17.67,AUD,BPC,1
400,Softcover PUR,A4,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7300,18.25,AUD,BPC,1
400,Softcover PUR,A4,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7532,18.83,AUD,BPC,1
400,Softcover PUR,A4,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7764,19.41,AUD,BPC,1
400,Softcover PUR,A4,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7996,19.99,AUD,BPC,1
400,Softcover PUR,A4,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8228,20.57,AUD,BPC,1
450,Softcover PUR,A4,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2349,5.22,AUD,BPC,1
450,Softcover PUR,A4,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2601,5.78,AUD,BPC,1
450,Softcover PUR,A4,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2853,6.34,AUD,BPC,1
450,Softcover PUR,A4,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3109.5,6.91,AUD,BPC,1
450,Softcover PUR,A4,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3361.5,7.47,AUD,BPC,1
450,Softcover PUR,A4,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3618,8.04,AUD,BPC,1
450,Softcover PUR,A4,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3870,8.6,AUD,BPC,1
450,Softcover PUR,A4,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4122,9.16,AUD,BPC,1
450,Softcover PUR,A4,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4378.5,9.73,AUD,BPC,1
450,Softcover PUR,A4,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4630.5,10.29,AUD,BPC,1
450,Softcover PUR,A4,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4887,10.86,AUD,BPC,1
450,Softcover PUR,A4,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5139,11.42,AUD,BPC,1
450,Softcover PUR,A4,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5391,11.98,AUD,BPC,1
450,Softcover PUR,A4,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5647.5,12.55,AUD,BPC,1
450,Softcover PUR,A4,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5899.5,13.11,AUD,BPC,1
450,Softcover PUR,A4,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6156,13.68,AUD,BPC,1
450,Softcover PUR,A4,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6408,14.24,AUD,BPC,1
450,Softcover PUR,A4,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6660,14.8,AUD,BPC,1
450,Softcover PUR,A4,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6916.5,15.37,AUD,BPC,1
450,Softcover PUR,A4,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7168.5,15.93,AUD,BPC,1
450,Softcover PUR,A4,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7420.5,16.49,AUD,BPC,1
450,Softcover PUR,A4,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7677,17.06,AUD,BPC,1
450,Softcover PUR,A4,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7929,17.62,AUD,BPC,1
450,Softcover PUR,A4,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8185.5,18.19,AUD,BPC,1
450,Softcover PUR,A4,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8437.5,18.75,AUD,BPC,1
450,Softcover PUR,A4,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8689.5,19.31,AUD,BPC,1
450,Softcover PUR,A4,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8946,19.88,AUD,BPC,1
500,Softcover PUR,A4,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2495,4.99,AUD,BPC,1
500,Softcover PUR,A4,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2765,5.53,AUD,BPC,1
500,Softcover PUR,A4,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3040,6.08,AUD,BPC,1
500,Softcover PUR,A4,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3310,6.62,AUD,BPC,1
500,Softcover PUR,A4,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3585,7.17,AUD,BPC,1
500,Softcover PUR,A4,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3860,7.72,AUD,BPC,1
500,Softcover PUR,A4,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4130,8.26,AUD,BPC,1
500,Softcover PUR,A4,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4405,8.81,AUD,BPC,1
500,Softcover PUR,A4,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4675,9.35,AUD,BPC,1
500,Softcover PUR,A4,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4950,9.9,AUD,BPC,1
500,Softcover PUR,A4,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5225,10.45,AUD,BPC,1
500,Softcover PUR,A4,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5495,10.99,AUD,BPC,1
500,Softcover PUR,A4,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5770,11.54,AUD,BPC,1
500,Softcover PUR,A4,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6040,12.08,AUD,BPC,1
500,Softcover PUR,A4,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6315,12.63,AUD,BPC,1
500,Softcover PUR,A4,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6590,13.18,AUD,BPC,1
500,Softcover PUR,A4,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,6860,13.72,AUD,BPC,1
500,Softcover PUR,A4,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7135,14.27,AUD,BPC,1
500,Softcover PUR,A4,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7405,14.81,AUD,BPC,1
500,Softcover PUR,A4,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7680,15.36,AUD,BPC,1
500,Softcover PUR,A4,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,7955,15.91,AUD,BPC,1
500,Softcover PUR,A4,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8225,16.45,AUD,BPC,1
500,Softcover PUR,A4,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8500,17,AUD,BPC,1
500,Softcover PUR,A4,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,8770,17.54,AUD,BPC,1
500,Softcover PUR,A4,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,9045,18.09,AUD,BPC,1
500,Softcover PUR,A4,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,9320,18.64,AUD,BPC,1
500,Softcover PUR,A4,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,9590,19.18,AUD,BPC,1
50,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,767.5,15.35,AUD,BPC,1
50,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,817.5,16.35,AUD,BPC,1
50,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,867.5,17.35,AUD,BPC,1
50,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,917.5,18.35,AUD,BPC,1
50,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,967.5,19.35,AUD,BPC,1
50,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1017.5,20.35,AUD,BPC,1
50,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1067.5,21.35,AUD,BPC,1
50,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1117.5,22.35,AUD,BPC,1
50,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1167.5,23.35,AUD,BPC,1
50,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1217.5,24.35,AUD,BPC,1
50,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1267.5,25.35,AUD,BPC,1
50,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1317.5,26.35,AUD,BPC,1
50,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1367.5,27.35,AUD,BPC,1
50,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1417.5,28.35,AUD,BPC,1
50,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1467.5,29.35,AUD,BPC,1
50,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1517.5,30.35,AUD,BPC,1
50,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1567.5,31.35,AUD,BPC,1
50,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1617.5,32.35,AUD,BPC,1
50,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1667.5,33.35,AUD,BPC,1
50,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1717.5,34.35,AUD,BPC,1
50,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1767.5,35.35,AUD,BPC,1
50,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1817.5,36.35,AUD,BPC,1
50,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1867.5,37.35,AUD,BPC,1
50,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1917.5,38.35,AUD,BPC,1
50,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1967.5,39.35,AUD,BPC,1
50,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2017.5,40.35,AUD,BPC,1
50,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2067.5,41.35,AUD,BPC,1
100,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1019,10.19,AUD,BPC,1
100,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1092,10.92,AUD,BPC,1
100,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1166,11.66,AUD,BPC,1
100,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1239,12.39,AUD,BPC,1
100,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1313,13.13,AUD,BPC,1
100,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1386,13.86,AUD,BPC,1
100,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1460,14.6,AUD,BPC,1
100,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1533,15.33,AUD,BPC,1
100,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1607,16.07,AUD,BPC,1
100,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1680,16.8,AUD,BPC,1
100,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1754,17.54,AUD,BPC,1
100,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1827,18.27,AUD,BPC,1
100,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1901,19.01,AUD,BPC,1
100,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1974,19.74,AUD,BPC,1
100,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2048,20.48,AUD,BPC,1
100,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2121,21.21,AUD,BPC,1
100,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2195,21.95,AUD,BPC,1
100,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2268,22.68,AUD,BPC,1
100,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2342,23.42,AUD,BPC,1
100,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2415,24.15,AUD,BPC,1
100,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2489,24.89,AUD,BPC,1
100,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2562,25.62,AUD,BPC,1
100,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2636,26.36,AUD,BPC,1
100,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2709,27.09,AUD,BPC,1
100,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2783,27.83,AUD,BPC,1
100,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2856,28.56,AUD,BPC,1
100,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2930,29.3,AUD,BPC,1
150,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1396.5,9.31,AUD,BPC,1
150,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1512,10.08,AUD,BPC,1
150,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1627.5,10.85,AUD,BPC,1
150,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1743,11.62,AUD,BPC,1
150,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1858.5,12.39,AUD,BPC,1
150,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1974,13.16,AUD,BPC,1
150,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2089.5,13.93,AUD,BPC,1
150,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2205,14.7,AUD,BPC,1
150,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2320.5,15.47,AUD,BPC,1
150,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2436,16.24,AUD,BPC,1
150,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2551.5,17.01,AUD,BPC,1
150,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2667,17.78,AUD,BPC,1
150,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2782.5,18.55,AUD,BPC,1
150,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2898,19.32,AUD,BPC,1
150,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3013.5,20.09,AUD,BPC,1
150,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3129,20.86,AUD,BPC,1
150,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3244.5,21.63,AUD,BPC,1
150,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3360,22.4,AUD,BPC,1
150,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3475.5,23.17,AUD,BPC,1
150,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3591,23.94,AUD,BPC,1
150,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3706.5,24.71,AUD,BPC,1
150,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3822,25.48,AUD,BPC,1
150,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3937.5,26.25,AUD,BPC,1
150,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4053,27.02,AUD,BPC,1
150,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4168.5,27.79,AUD,BPC,1
150,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4284,28.56,AUD,BPC,1
150,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4399.5,29.33,AUD,BPC,1
200,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1578,7.89,AUD,BPC,1
200,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1718,8.59,AUD,BPC,1
200,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1858,9.29,AUD,BPC,1
200,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2000,10,AUD,BPC,1
200,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2140,10.7,AUD,BPC,1
200,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2280,11.4,AUD,BPC,1
200,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2420,12.1,AUD,BPC,1
200,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2560,12.8,AUD,BPC,1
200,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2700,13.5,AUD,BPC,1
200,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2840,14.2,AUD,BPC,1
200,Softcover PUR,SS,112,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2980,14.9,AUD,BPC,1
200,Softcover PUR,SS,120,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3122,15.61,AUD,BPC,1
200,Softcover PUR,SS,128,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3262,16.31,AUD,BPC,1
200,Softcover PUR,SS,136,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3402,17.01,AUD,BPC,1
200,Softcover PUR,SS,144,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3542,17.71,AUD,BPC,1
200,Softcover PUR,SS,152,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3682,18.41,AUD,BPC,1
200,Softcover PUR,SS,160,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3822,19.11,AUD,BPC,1
200,Softcover PUR,SS,168,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3962,19.81,AUD,BPC,1
200,Softcover PUR,SS,176,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4102,20.51,AUD,BPC,1
200,Softcover PUR,SS,184,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4244,21.22,AUD,BPC,1
200,Softcover PUR,SS,192,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4384,21.92,AUD,BPC,1
200,Softcover PUR,SS,200,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4524,22.62,AUD,BPC,1
200,Softcover PUR,SS,208,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4664,23.32,AUD,BPC,1
200,Softcover PUR,SS,216,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4804,24.02,AUD,BPC,1
200,Softcover PUR,SS,224,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,4944,24.72,AUD,BPC,1
200,Softcover PUR,SS,232,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5084,25.42,AUD,BPC,1
200,Softcover PUR,SS,240,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,5224,26.12,AUD,BPC,1
250,Softcover PUR,SS,32,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1695,6.78,AUD,BPC,1
250,Softcover PUR,SS,40,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,1910,7.64,AUD,BPC,1
250,Softcover PUR,SS,48,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2070,8.28,AUD,BPC,1
250,Softcover PUR,SS,56,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2232.5,8.93,AUD,BPC,1
250,Softcover PUR,SS,64,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2392.5,9.57,AUD,BPC,1
250,Softcover PUR,SS,72,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2555,10.22,AUD,BPC,1
250,Softcover PUR,SS,80,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2717.5,10.87,AUD,BPC,1
250,Softcover PUR,SS,88,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,2877.5,11.51,AUD,BPC,1
250,Softcover PUR,SS,96,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3040,12.16,AUD,BPC,1
250,Softcover PUR,SS,104,Black and white,Price excludes shipping,16 days,5 days,15 days,Australia only,AUD,3200,12.8,AUD,BPC,1
